"","SimNum","Linked_Stages","Survive_Fish","Survive_Total","Max_T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"new_val",14,0,2,26,4.375,620.831771501651,1018.44651993165,621.059557018718,318.959220484403,21919.6439198612,381.720712197732,57.936794241853,11.3437861365005,59.0232504682933,347.090982191128,209.179600907662,409.365222649294,28.9419035942332,644.680050595388,27.6248486027461,6.83302785591654,18800.1442600862,8.98680824453692,533.953073665565,362.422683199764,534.411457947679,0.231367040923036,6668.71822971695,0.193071493217467
"new_val",15,0,2,26,4.5,589.338080157044,527.959332511377,609.227316159297,15510.396789121,12603.1007684041,19505.848364087,10.1330004474239,5.7133515787064,11.9881852220025,63.4419099845793,29.1015652708029,93.3095399398499,209.803168139638,137.516343364424,220.665272354205,29413.7305152085,12012.1300586916,36275.9620641742,369.401911569983,384.729637568246,376.57385858309,22850.8869044585,27096.6760240712,21997.7560417216
"new_val",16,0,2,21,5,2503.06755220409,714.4434116222,2742.01404555714,781.573897042613,258546.959809033,1128.17935973871,15.7593768153441,1.86873134270377,26.2405489647451,9.44125892806663,7.15064374462889,76.2512397238713,2088.66744440826,655.61574919444,2357.55225093473,829.442275664882,219507.681234294,478.314191579467,398.640730980489,56.9589310850558,358.221245657656,135.270175301231,9499.88575977104,716.588386925983
"new_val",17,0,2,25,3.5664469827219,562.709491384747,591.368346053079,572.028590996244,227.584583094348,129.866375239578,763.220575594166,24.1505866428529,12.2830607728173,33.7245739187206,228.308074330526,60.551551103445,766.123277221161,0.684089304943879,50.1079748453235,0.000866832348457973,0.00322228199886498,56.1961160734159,2.8775886968959e-08,537.87481543695,528.977310434938,538.303150245175,0.0182584019969308,6.60896569225417,0.0236954405479064
"new_val",18,0,1,14,3.98752371651786,552.149219009388,999.734683758255,692.528437262991,19231.2219188411,527.162757360407,3653.26254609143,102.672471377925,13.9635712109805,106.855470317372,800.994665642129,145.536842190658,2884.75057678827,102.299632428127,503.036904324889,119.914379640571,1506.00492337634,175.657910672237,2478.89119892415,347.177115203336,482.734208222385,465.758587305049,22942.90749885,43.2582264276635,3353.70737098158
"new_val",19,0,0,25,3.46596705684716,568.351499903682,576.764092392206,573.097643115228,4.71083721221691,25.9859427003165,61.7266358338214,6.66687959285259,4.58641738714539,9.30797506404434,0.827507303527962,13.4687979038381,70.2478575603036,29.041474184597,43.7604543615041,31.4578927692175,12.7876387816899,14.5383079387386,16.7466301241181,532.64333557777,528.417634583419,532.332303423716,2.13680426917102,5.00715452443136,4.75757453778398
"new_val",20,0,3,19,5,660.450727309022,485.818507423717,725.558923123223,115.316144815882,9335.29291926202,3035.8569296144,24.8547105345839,4.1764439600833,28.6021770441286,119.398120221903,16.0608138210408,626.320747883944,148.09306437589,216.414116435498,314.994673499278,100.463573848854,5516.52221386794,3521.44568502063,487.502952398548,265.227947028136,381.962072579816,166.243340319229,1520.46632533295,1910.26999773464
"new_val",21,0,1,27,5.46063988095238,588.395821676497,585.095223197481,572.935429606573,184.164529250752,588.399608322678,44.7533207147269,10.9892039172299,6.05393461462686,12.1530544220635,12.0121491182023,47.6448633798416,36.0435356664809,47.9614159479989,53.4845596444702,24.9388035678638,222.862116103044,1206.29160541291,16.5261190134108,529.445201811269,525.556728938384,535.843571616646,25.1592280433226,512.513090431746,1.06793338087573
"new_val",22,0,2,17,4.13740327985138,608.222727003957,532.556542135745,620.569807612646,239.237802980394,8054.32613899456,1431.6012997188,43.2259883614436,9.52545853359088,86.860601894328,262.82791683652,196.17381102279,1221.57149628004,34.1232402736082,467.175192330352,39.9113446961388,4.85070045431539,4702.65852321361,2070.85148947608,530.873498368906,55.8558912718017,493.79786102218,1.91451473232868,4586.88093297749,3564.22010228814
"new_val",23,0,2,20,3.61334325396825,546.112455583732,543.567208399923,544.341373037765,46.391418596784,18.9187737321614,17.6541023578246,6.12853376857567,3.56776015500295,4.34133348811018,46.3765849113195,18.876674958036,17.6020942958989,0,0,0,0,0,0,539.983921815156,539.99944824492,540.000039549655,0.0258487397064532,0.0282611861208453,0.0259990758588434
"new_val",24,0,1,20,4.16666666666667,1462.81276689942,1423.86512526535,1375.65970300399,15493.1759957615,29021.1049592926,7200.10659951137,18.2276097718781,6.93989046523024,24.6461853060866,55.9740124540396,89.1726285794862,160.372730786287,984.44405725859,1057.05565449841,875.230462241375,16173.6244457474,29367.3587278484,7817.77864873522,460.141099868957,359.869580301709,475.783055456531,1625.11882588692,9729.67744594233,342.413580242449
