"","SimNum","Linked_Stages","Survive_Fish","Survive_Total","Max_T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"new_val",18,0,2,20,4,564.046372351848,564.046119737717,0.0303399942674277,0.0303362425612069,11.5127201169592,11.5127528665439,7.81163545541567e-09,7.81061104427174e-09,15.1364789195158,15.1361695010847,1.15382273995348e-08,1.19544826443398e-08,537.397173315373,537.397197370089,0.0304038048010196,0.0304000568008934
"new_val",19,0,3,17,4,573.04218439578,573.042180014332,0.0274344723142016,0.027430663094749,13.1553373359172,13.1553412194719,8.68928886323481e-09,8.68506203623083e-09,23.544538596089,23.5445291847989,2.64936385021077e-08,2.64742463066974e-08,536.342308463774,536.342309610061,0.0275193077997615,0.0275154871748963
"new_val",20,0,1,17,4.76897947731281,2783.49435079649,2783.2148994674,1328.06761644055,1326.93908751673,56.248799652112,56.2456043894896,2.55678581669436,2.55217164716735,2449.52972350399,2449.29209367997,518.234428841372,518.167598907594,277.715827640386,277.67720139794,380.778378648145,380.498626759907
"new_val",21,0,0,8,4.23611111111111,977.950251691503,NA,1.16533738127857e-23,NA,1.91975586923329e-142,NA,1.18378419516406e-282,NA,915.589013202325,915.589013202327,1.09789885087964e-23,0,62.3612384891786,62.3612384891787,1.61777265259496e-26,0
"new_val",22,0,1,16,3.50919540229885,577.936108562033,577.936111531844,0.0193808574885876,0.0193697616641268,11.8546075490042,11.8546075494947,8.8539468723574e-09,8.8487491182003e-09,30.199788017367,30.199787976636,2.16576891372417e-08,2.16449132379211e-08,535.881712995662,535.881716005713,0.0194480575739491,0.0194369229114331
"new_val",23,0,3,11,3.93608630952381,573.266738183704,573.26670272588,0.0159649912672089,0.0158014054541948,29.7130172737245,29.7130172454507,8.77120986493879e-09,8.68050927018419e-09,8.03552305178967,8.03552303381067,8.43138522015904e-10,8.34499316291573e-10,535.769045638484,535.769010188598,0.0160190199031599,0.015854879441858
"new_val",24,0,1,21,3.91666666666667,1163.21259736173,1163.21248062038,0.0219317513317876,0.0220806444466591,4.43765210533556,4.43765209533217,9.84502969391190e-09,9.91077782879684e-09,669.991597910756,669.991600099391,1.36920211444291e-05,1.37834557765097e-05,488.783347345636,488.783228425655,0.0230706284881892,0.0232271885469424
"new_val",25,0,2,5,7.40384615384615,702.133071656287,702.133627874968,0.017319242848386,0.0172947552311946,164.959570404637,164.960177360748,1.92949025016232e-08,1.39623429523652e-07,0.0523728064452419,0.052373679098154,3.1609834518305e-13,5.89560867889471e-13,537.121128445204,537.121076835122,0.0173555053915058,0.0173308780072364
"new_val",26,0,3,31,5.65897143873187,177.41827332725,177.451199388788,19105.3511336806,19107.1347734837,0.354636148953253,0.354614907133131,2.70201452683213e-05,2.70130312889433e-05,94.366982755809,94.3678883905325,1459.59271942964,1459.28701933318,82.6966544224881,82.7286960911228,16283.401317509,16287.2728636091
"new_val",27,0,1,9,4.52,23.6517913624135,23.6517940277818,2.42504577190887e-09,4.05216323124312e-13,0.0700833180044645,0.0700832164108392,5.46065153135655e-13,7.11631447677664e-17,21.4514226407142,21.4514246510054,2.08225789477661e-09,3.4175940772982e-13,2.13028540369484,2.1302861603655,3.07270172406442e-11,5.08360899798548e-15
"new_val",28,0,1,7,4.58673469387755,4246.42347216755,4246.42420703666,0.0168180707310131,0.0168070395179939,0.747009983666506,0.747050747434329,5.09805371634867e-07,4.03341840315562e-09,3878.06400738783,3878.06477368797,0.000184159775458952,0.00017135547616304,367.61245479606,367.612382601255,0.0203742882857751,0.0203709064099511
"new_val",29,0,0,2,5,540.001138401607,540.001138399016,0.0326065926859527,0.0326022023247168,0,0,0,0,0,0,0,0,540.001138401607,540.001138399016,0.0326065926859527,0.0326022023247168
"new_val",30,0,2,25,4.375,550.575046753584,550.57532275501,0.0295364140885453,0.0309866022732958,5.60829520410037,5.60829491544029,8.15504762612863e-09,8.5401892895094e-09,6.96865520355614,6.96865543957233,1.5952608543859e-09,1.66023789750817e-09,537.998096345928,537.998372399997,0.0295810535139765,0.0310333885345587
