"","SimNum","Linked_Stages","Survive_Fish","Survive_Total","Max_T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"new_val",1,0,3,23,4.50822947574214,633.480869457315,633.480882954206,0.0460850553129251,0.04580671075605,19.3943589357215,19.3943591636532,7.48890785402224e-08,7.44405781360133e-08,90.9610179562525,90.9610136686671,1.40599387042068e-06,1.39758598515121e-06,523.125492565341,523.125510121886,0.0467134750523108,0.0464313570787502
"new_val",2,0,3,18,4,555.429480792871,555.523423889136,0.078699338304037,0.031827849418056,13.939024673652,14.0176669671744,0.0143905588383785,2.27036417660013e-08,3.41568149578272,3.43301100694978,0.0286186559227315,2.7804821602023e-08,538.074774623436,538.072745915012,0.0308703180792094,0.0318744617334862
"new_val",3,0,1,9,3.63322916666667,552.576587721827,552.577206052404,0.0162063972452207,0.0166688698126831,14.0205615856596,14.0225100681328,1.01848804394394e-05,5.76610353173412e-09,0.168623227548175,0.167361550843514,9.0057434876142e-05,2.77838079912938e-11,538.387402908619,538.387334433428,0.016156942583433,0.016688641303251
"new_val",4,0,1,8,3.58123668026548,547.832839295983,547.835286681303,0.0144308847741601,0.0139385160406452,9.36872442293817,9.36763344320705,3.02633955930126e-05,7.80873577282401e-08,0.0181648665184709,0.0219502727612579,0.000292250502808724,7.95673199547913e-07,538.445950006526,538.445702965334,0.0142074718572128,0.0139518142701288
"new_val",5,0,1,10,4.95833333333333,546.896640514783,545.137923189897,0.0816700666312345,0.0647539730389787,4.55735502741111,4.29006043743304,0.0159902521196863,0.0051239681371354,2.77811668944118,1.1981001802179,0.0361342271251904,0.0700427088122442,539.56116879793,539.649762572246,0.0354770417396431,0.02948476663039
"new_val",6,0,2,13,5.0839405548738,583.449108665328,583.446704649339,0.0297759932955545,0.0274697967760667,22.0131613845161,22.0121383810832,2.31357344570546e-06,6.6894249440094e-08,25.5245304926887,25.5233026624285,3.20189444271296e-06,9.68704496312795e-10,535.911416788124,535.911263605828,0.0298579682982869,0.0275546228188326
"new_val",7,0,2,20,4,564.230591746706,564.047415486902,0.477366843919383,0.0303350021721397,11.4926406123429,11.5125695445707,0.00313093973573531,4.87072744861888e-08,15.3572379321367,15.1377707581919,0.5804673684283,1.30328394106699e-06,537.380713202226,537.397075184139,0.0302978617598159,0.0303978715960052
"new_val",8,0,3,17,4,573.083747001594,573.042927123441,0.0332817229528082,0.0274571519797769,13.1288316492527,13.1546797481736,9.92715960248618e-05,5.70490491454183e-07,23.6217934995513,23.5461332232489,0.00827684523764522,3.33596328184726e-06,536.33312185279,536.342114152019,0.0275400011236588,0.0275413237012288
"new_val",9,0,1,18,4.76897947731281,2764.77998589624,2783.87889686944,5024.6534642252,1321.84027980801,52.7782863339602,56.2496100098095,18.8217234051216,2.54749131661942,2443.49649071262,2449.97558628744,4339.93122623955,516.435695583151,268.505208849657,277.653700572195,674.208660975125,378.821073847374
"new_val",10,0,0,8,4.23611111111111,1370.38387406271,977.936623730446,378129.364703623,0.00145053145119012,12.5528256323215,7.2135033171421e-28,1.48616614406721,5.11824698166593e-53,863.610870300293,915.575788944773,429568.960941486,0.00136585298405887,494.220178130097,62.3608347856724,1562.51243228219,1.27327509322882e-06
"new_val",11,0,1,16,3.50919540229885,577.845178312648,577.936070573459,0.190845371487058,0.0193723480147517,11.8407413520476,11.8546064078323,0.000529108692479706,9.11957510918487e-09,30.1132959695716,30.1997406581961,0.200192503511167,2.88319948391777e-06,535.891140991029,535.881723507431,0.0199183705220394,0.0194370545970286
"new_val",12,0,3,11,3.93608630952381,573.261361693536,573.26670359705,0.018520318879381,0.0158014120846853,29.7158488017101,29.7130172161319,0.00101270156446028,8.71948156173298e-09,8.02663421775434,8.03552401562628,0.00362544280156918,1.02028533498564e-09,535.769698535767,535.769010101375,0.0165847309356924,0.0158548854894051
"new_val",13,0,3,18,4,555.429480792871,555.523423889136,0.078699338304037,0.031827849418056,13.939024673652,14.0176669671744,0.0143905588383785,2.27036417660013e-08,3.41568149578272,3.43301100694978,0.0286186559227315,2.7804821602023e-08,538.074774623436,538.072745915012,0.0308703180792094,0.0318744617334862
"new_val",14,0,1,9,3.63322916666667,552.576587721827,552.577206052404,0.0162063972452207,0.0166688698126831,14.0205615856596,14.0225100681328,1.01848804394394e-05,5.76610353173412e-09,0.168623227548175,0.167361550843514,9.0057434876142e-05,2.77838079912938e-11,538.387402908619,538.387334433428,0.016156942583433,0.016688641303251
"new_val",15,0,1,8,3.58123668026548,547.832839295983,547.835286681303,0.0144308847741601,0.0139385160406452,9.36872442293817,9.36763344320705,3.02633955930126e-05,7.80873577282401e-08,0.0181648665184709,0.0219502727612579,0.000292250502808724,7.95673199547913e-07,538.445950006526,538.445702965334,0.0142074718572128,0.0139518142701288
"new_val",16,0,1,10,4.95833333333333,546.896640514783,545.137923189897,0.0816700666312345,0.0647539730389787,4.55735502741111,4.29006043743304,0.0159902521196863,0.0051239681371354,2.77811668944118,1.1981001802179,0.0361342271251904,0.0700427088122442,539.56116879793,539.649762572246,0.0354770417396431,0.02948476663039
"new_val",17,0,2,13,5.0839405548738,583.449108665328,583.446704649339,0.0297759932955545,0.0274697967760667,22.0131613845161,22.0121383810832,2.31357344570546e-06,6.6894249440094e-08,25.5245304926887,25.5233026624285,3.20189444271296e-06,9.68704496312795e-10,535.911416788124,535.911263605828,0.0298579682982869,0.0275546228188326
